"","klasifikasi","score","text"
"793","Negatif",-3," caes yang rambutnya tih suka obral izin tanah rakyat di wadas sama kendeng yang rambutnya hitam ngerusak hutan bua"
"794","Netral",0," najeges mau lang ntu dikuncias dahkena ank  "
"795","Negatif",-3," caes yang rambutnya tih suka obral izin tanah rakyat di wadas sama kendeng yang rambutnya hitam ngerusak hutan bua"
"796","Negatif",-1,"  sampah menghasilkan sampahsetaran gelora bung karno siang ini sabtu  bubaran acara nusantara bersatu relawan"
"797","Netral",0," cega kasian ibu kena prank mau lang ntu dikunci "
"798","Negatif",-2," yah kelakuan gerombolan loe k samh  "
"799","Negatif",-2," ribuan orang tidur kedinginan di bawah tenda sementara jokowi dan ra mandu sorak malah hura hura di gbka ini konyo"
"800","Netral",0," beneran ternyata banyak yang kena ank "
"801","Positif",3," yah d undangan ngaji ke jakarta  d uang saku bus gratis lang rgi  oh bahagia seolah jadi seleb dah  pas nyam t"
"802","Positif",1,"fasih bener ngemeng pancasilangurusin wadas aje memble "
"803","Negatif",-3," kalau belum mam berbuat baik janganlah berbuat keburukansuasana gbk efek nguml "
"804","Positif",1," rohman setia sama otongkowi  balik kanan  "
"805","Netral",0," tak ada yang menyangka jokowi dan mandu sorak lah yang sebenarnya ngusung politik identitas dan litisasi agama ada y"
"806","Negatif",-2," ternyata merekalah nindas warga desa wadasmereka lah koruor ektpmereka juga yg gagal mengurus jatengada yg mau iku"
"807","Positif",2," nanti saya dateng ke kantor aja deh kali yaa sekalian jual cd album  sayaterima kasih sudah bikin gi saya"
"808","Negatif",-3," caes yang rambutnya tih suka obral izin tanah rakyat di wadas sama kendeng yang rambutnya hitam ngerusak hutan bua"
"809","Netral",0," saewad indonesia kan yaa "
"810","Negatif",-1,"cm kakak kakak fh mau nanya dong kasus wadas itu termasuk ke ncabutan hak tanah ngga ya makasih banyak"
"811","Netral",0," mugo dulurku ning kamng wadas do sehat kabeh"
"812","Negatif",-3," caes yang rambutnya tih suka obral izin tanah rakyat di wadas sama kendeng yang rambutnya hitam ngerusak hutan bua"
"813","Negatif",-2," melawan mana suara cebong memrjuangkan rakyat wadasperan gubernur ganjar dirtanyakan "
"814","Negatif",-1," saat konrensi rs sekbola brzail neymar jr ditanya mengenai sikajerman denmark dan inggris yang ingin mengenakan"
"815","Negatif",-2," wooo lhadalah inilah ra nguntal uang negara dan rakyatnya dan saya kira ini bukan hanya satu oknum belaka jelas dia bu"
"816","Positif",1," iwan fals sejak era suharto memikirkan rakyat dengan meliris lagu tentang nasib rakyat kecil sayang belu "
"817","Negatif",-1,"di kakak kakak fh mau nanya dong kasus wadas itu termasuk ke ncabutan hak tanah ngga ya makasih banyak"
"818","Netral",0,"o didu hahaha selain hobi nonton bkdicari warga wadas sirambut tih"
"819","Positif",1," jokowi klo nyindir kena bangetsblmnya bilang giliran wowo emang jabatan esiden bergilir berikut "
"820","Positif",1," ri rakyat udeh cerdas sambo mana sambo sumber waras mana woi trans jakarta mana woi h "
"821","Netral",0," rakyat mana yang dikirin ganjar  wadas aja nggak dia kirkan tu"
"822","Negatif",-3," caes yang rambutnya tih suka obral izin tanah rakyat di wadas sama kendeng yang rambutnya hitam ngerusak hutan bua"
"823","Negatif",-3," caes yang rambutnya tih suka obral izin tanah rakyat di wadas sama kendeng yang rambutnya hitam ngerusak hutan bua"
"824","Negatif",-3," caes yang rambutnya tih suka obral izin tanah rakyat di wadas sama kendeng yang rambutnya hitam ngerusak hutan bua"
"825","Negatif",-3," caes yang rambutnya tih suka obral izin tanah rakyat di wadas sama kendeng yang rambutnya hitam ngerusak hutan bua"
"826","Negatif",-3," caes yang rambutnya tih suka obral izin tanah rakyat di wadas sama kendeng yang rambutnya hitam ngerusak hutan bua"
"827","Netral",0," pencitraan tan estasirakyat dimiskinkanbanjir tdk berbuat awrakyat wadas ditrrorhobinya boke "
"828","Positif",1," beda yg ndai bersosmedttdk ada estasisirambut tih hanya bisa miskinkan rakyatnyabanjir tdk d "
"829","Negatif",-3," caes yang rambutnya tih suka obral izin tanah rakyat di wadas sama kendeng yang rambutnya hitam ngerusak hutan bua"
"830","Negatif",-3," caes yang rambutnya tih suka obral izin tanah rakyat di wadas sama kendeng yang rambutnya hitam ngerusak hutan bua"
"831","Negatif",-3," caes yang rambutnya tih suka obral izin tanah rakyat di wadas sama kendeng yang rambutnya hitam ngerusak hutan bua"
"832","Negatif",-3," caes yang rambutnya tih suka obral izin tanah rakyat di wadas sama kendeng yang rambutnya hitam ngerusak hutan bua"
"833","Netral",0,"dumdum yg mikirin rakyat tidak menggusur desa wadas"
"834","Negatif",-1," hubungan baik manusia dengan alam namun hal itu tidak sesuai dengan tindakan jokowi yang justru banyak merusak alam di i"
"835","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"836","Negatif",-3," caes yang rambutnya tih suka obral izin tanah rakyat di wadas sama kendeng yang rambutnya hitam ngerusak hutan bua"
"837","Netral",0," mikirin wadas kali"
"838","Negatif",-2," ternyata merekalah nindas warga desa wadasmereka lah koruor ektpmereka juga yg gagal mengurus jatengada yg mau iku"
"839","Negatif",-3," caes yang rambutnya tih suka obral izin tanah rakyat di wadas sama kendeng yang rambutnya hitam ngerusak hutan bua"
"840","Negatif",-3," a ndak kak ya presiden hasil ncitraan rakyat makin susah kebijakan ooligarki hukum amburadul kkn sangat meluas"
"841","Negatif",-3," caes yang rambutnya tih suka obral izin tanah rakyat di wadas sama kendeng yang rambutnya hitam ngerusak hutan bua"
"842","Negatif",-3," caes yang rambutnya tih suka obral izin tanah rakyat di wadas sama kendeng yang rambutnya hitam ngerusak hutan bua"
"843","Negatif",-3," caes yang rambutnya tih suka obral izin tanah rakyat di wadas sama kendeng yang rambutnya hitam ngerusak hutan bua"
"844","Netral",0," polisi tangkapuluhan warga wadas tak lama setelah ganjar bilang tak perlu takut"
"845","Negatif",-3," caes yang rambutnya tih suka obral izin tanah rakyat di wadas sama kendeng yang rambutnya hitam ngerusak hutan bua"
"846","Negatif",-3," caes yang rambutnya tih suka obral izin tanah rakyat di wadas sama kendeng yang rambutnya hitam ngerusak hutan bua"
"847","Netral",0," telekyg ada rambut tih malah nyusahin rakyat wadas aja lah jd contoh kecilnyaalagi klo yg model onga on"
"848","Negatif",-3," caes yang rambutnya tih suka obral izin tanah rakyat di wadas sama kendeng yang rambutnya hitam ngerusak hutan bua"
"849","Negatif",-3," caes yang rambutnya tih suka obral izin tanah rakyat di wadas sama kendeng yang rambutnya hitam ngerusak hutan bua"
"850","Negatif",-3," caes yang rambutnya tih suka obral izin tanah rakyat di wadas sama kendeng yang rambutnya hitam ngerusak hutan bua"
"851","Netral",0," acara relawan jokowi telah usai "
"852","Negatif",-4," sementara yang bicara rambutnya tidak tih semuadia sedang membantah ucannya sendiri atau ingin mengatakan selama ini d"
"853","Netral",0," gem lagi  ya allah ini goyang terus "
"854","Negatif",-6," kuburan rakyat indonesia di cianjur belum kering dan air mata masih mengalir deras akibat gem bumi bencana alam jokowi su"
"855","Negatif",-1," jadi yg ramhut masih hitam selama ini a gak mikirin rakyatwadas bagaimana rakyatnys"
"856","Negatif",-1," yah malah da kegocek ikut bahas soal uban yg kudu dimasalahkan itu gbk yg harusnya steril dan itu mereka yg bikin aturan"
"857","Negatif",-1," jl menteng wadas v kelurahan sar manggis kecamatan setiabudi tet jam  mati listrik termasuk kam "
"858","Negatif",-1," yah ini ada bebera bukti foto bahwa budaya kalian itu remannya gk ke baju lagi ke kebaya  ini bukan krn miskin k"
"859","Negatif",-3," caes yang rambutnya tih suka obral izin tanah rakyat di wadas sama kendeng yang rambutnya hitam ngerusak hutan bua"
"860","Negatif",-3," caes yang rambutnya tih suka obral izin tanah rakyat di wadas sama kendeng yang rambutnya hitam ngerusak hutan bua"
"861","Negatif",-3," caes yang rambutnya tih suka obral izin tanah rakyat di wadas sama kendeng yang rambutnya hitam ngerusak hutan bua"
"862","Negatif",-3," caes yang rambutnya tih suka obral izin tanah rakyat di wadas sama kendeng yang rambutnya hitam ngerusak hutan bua"
"863","Negatif",-2," rambut tih mikirin rakyat  noh rakyat wadas kendeng menggugat "
"864","Negatif",-1," inget wadas sama kendeng"
"865","Negatif",-3," caes yang rambutnya tih suka obral izin tanah rakyat di wadas sama kendeng yang rambutnya hitam ngerusak hutan bua"
"866","Negatif",-3," caes yang rambutnya tih suka obral izin tanah rakyat di wadas sama kendeng yang rambutnya hitam ngerusak hutan bua"
"867","Negatif",-5," rambut tih sangat mikirin rakyat ya sam rakyatnya menggugat wadas kendeng kami menolak lupa "
"868","Negatif",-3," caes yang rambutnya tih suka obral izin tanah rakyat di wadas sama kendeng yang rambutnya hitam ngerusak hutan bua"
"869","Netral",0," ada tani dari kendeng atau wadas gakcaesoligarki procukongmafia"
"870","Negatif",-3," caes yang rambutnya tih suka obral izin tanah rakyat di wadas sama kendeng yang rambutnya hitam ngerusak hutan bua"
"871","Netral",0," wadas tuhhh jarrr kirin"
"872","Negatif",-3," caes yang rambutnya tih suka obral izin tanah rakyat di wadas sama kendeng yang rambutnya hitam ngerusak hutan bua"
"873","Negatif",-1," menggunakan uang negara cuma buat kamnye si rambut tih sang peng rusak wadas am kendeng"
"874","Negatif",-2," banyak kerutan atau rambut ubanan buat a kalo hasilnya menindas yg tidak sefaham suka membohongi rakya "
"875","Netral",0,"dumdum bukan satu bukti mam bekerja untuk rakyatbuktinya wadasjangan jangan rambut memutih ada hobby lain"
"876","Negatif",-3," caes yang rambutnya tih suka obral izin tanah rakyat di wadas sama kendeng yang rambutnya hitam ngerusak hutan bua"
"877","Negatif",-3," caes yang rambutnya tih suka obral izin tanah rakyat di wadas sama kendeng yang rambutnya hitam ngerusak hutan bua"
"878","Netral",0," ingat wadas ingat ganjar pranowoyang terams di wadas merams tanah surga bumi wadas dengan dalil proyek strategis n"
"879","Negatif",-3," caes yang rambutnya tih suka obral izin tanah rakyat di wadas sama kendeng yang rambutnya hitam ngerusak hutan bua"
"880","Negatif",-3," caes yang rambutnya tih suka obral izin tanah rakyat di wadas sama kendeng yang rambutnya hitam ngerusak hutan bua"
"881","Negatif",-1,"kalau rambut nya tih semua mimn mikir rakyat a ganjar mikir rakyat jateng knkata tri media njaitan kn "
"882","Negatif",-2," samosir ga semua org wadas mau diambil tanahnya kamu yg fitnah malahan masalahny"
"883","Negatif",-1," samosir membiarkan langgaran ham di wadas rakyat kecil ditindas dia diam aja p"
"884","Netral",0,"hr setuju fans jerman harusnya juga sak usoal mbunuhan km cikamk mars "
"885","Negatif",-3," caes yang rambutnya tih suka obral izin tanah rakyat di wadas sama kendeng yang rambutnya hitam ngerusak hutan bua"
"886","Negatif",-3," caes yang rambutnya tih suka obral izin tanah rakyat di wadas sama kendeng yang rambutnya hitam ngerusak hutan bua"
"887","Negatif",-3,"dumdum wakakakakaitu sih rambut tih mungkin karena mikirin bokemulu buktinya rakyat wadas boro di  "
"888","Negatif",-3," caes yang rambutnya tih suka obral izin tanah rakyat di wadas sama kendeng yang rambutnya hitam ngerusak hutan bua"
"889","Netral",0,"kabar yang suka nonton bokeajur kiwadas gimana k"
"890","Negatif",-1," yg rambut tih gak mikirin rakyatnya yg di wadas"
"891","Negatif",-1,"ganzo wadas melawan"
"892","Negatif",-1,"yg rambut tih gak mikirin rakyatnya yg di wadas"
"893","Negatif",-2," oh ini yang dikatain banyak mikir rakyatnya yang meng intimidasi di wadas dan nyuekin banjir di ovinsi nya"
"894","Negatif",-3," caes yang rambutnya tih suka obral izin tanah rakyat di wadas sama kendeng yang rambutnya hitam ngerusak hutan bua"
"895","Negatif",-3," caes yang rambutnya tih suka obral izin tanah rakyat di wadas sama kendeng yang rambutnya hitam ngerusak hutan bua"
"896","Positif",1," mikiri rakyat wadas yg tdk tuntas kasihan"
"897","Negatif",-3," caes yang rambutnya tih suka obral izin tanah rakyat di wadas sama kendeng yang rambutnya hitam ngerusak hutan bua"
"898","Negatif",-3," caes yang rambutnya tih suka obral izin tanah rakyat di wadas sama kendeng yang rambutnya hitam ngerusak hutan bua"
"899","Positif",1,"hart didu masa den warga kamng wadas ye kabare"
"900","Negatif",-3," caes yang rambutnya tih suka obral izin tanah rakyat di wadas sama kendeng yang rambutnya hitam ngerusak hutan bua"
"901","Negatif",-3," caes yang rambutnya tih suka obral izin tanah rakyat di wadas sama kendeng yang rambutnya hitam ngerusak hutan bua"
"902","Negatif",-3," caes yang rambutnya tih suka obral izin tanah rakyat di wadas sama kendeng yang rambutnya hitam ngerusak hutan bua"
"903","Negatif",-3," caes yang rambutnya tih suka obral izin tanah rakyat di wadas sama kendeng yang rambutnya hitam ngerusak hutan bua"
"904","Netral",0," mikirin rakyat wadas sih dia ngelawan mulu"
"905","Negatif",-3," caes yang rambutnya tih suka obral izin tanah rakyat di wadas sama kendeng yang rambutnya hitam ngerusak hutan bua"
"906","Negatif",-2," samosir ga semua org wadas mau diambil tanahnya kamu yg fitnah malahan m "
"907","Negatif",-3," caes yang rambutnya tih suka obral izin tanah rakyat di wadas sama kendeng yang rambutnya hitam ngerusak hutan bua"
"908","Negatif",-3," caes yang rambutnya tih suka obral izin tanah rakyat di wadas sama kendeng yang rambutnya hitam ngerusak hutan bua"
"909","Negatif",-1," jokowi hebaat ikut mendorong industri cat rambut tih yang saat ini berkembang di desa wadastiba "
"910","Netral",0,"pembohong dipercayarakytanya diskinkanbanjir tdk bisa dia atasirakyat wadas ditrorsuka bokepkrjnyapencitra "
"911","Negatif",-3," caes yang rambutnya tih suka obral izin tanah rakyat di wadas sama kendeng yang rambutnya hitam ngerusak hutan bua"
"912","Netral",0," telekyg ada rambut tih malah nyusahin rakyat wadas aja lah jd contoh kecilnyaalagi klo yg model onga on"
"913","Netral",0," putih rambutnya mikirin wadas"
"914","Negatif",-3," caes yang rambutnya tih suka obral izin tanah rakyat di wadas sama kendeng yang rambutnya hitam ngerusak hutan bua"
"915","Negatif",-1," rakyat wadas gimanaemang si rambut tih mikirinngemeng aja"
"916","Netral",0,"kebun buah  karawang "
"917","Negatif",-3," caes yang rambutnya tih suka obral izin tanah rakyat di wadas sama kendeng yang rambutnya hitam ngerusak hutan bua"
"918","Negatif",-1,"ratusan warga wadas hay dat ganti untung milyaran satu dua warga saja yg otes sitif aja bisa tunggangi o "
"919","Negatif",-4," coba deh kamu baca berita yang wadas udh di beli sama merintah tuh tanahnya warganya juga s "
"920","Negatif",-3," caes yang rambutnya tih suka obral izin tanah rakyat di wadas sama kendeng yang rambutnya hitam ngerusak hutan bua"
"921","Negatif",-3," caes yang rambutnya tih suka obral izin tanah rakyat di wadas sama kendeng yang rambutnya hitam ngerusak hutan bua"
"922","Negatif",-3," caes yang rambutnya tih suka obral izin tanah rakyat di wadas sama kendeng yang rambutnya hitam ngerusak hutan bua"
"923","Negatif",-3," caes yang rambutnya tih suka obral izin tanah rakyat di wadas sama kendeng yang rambutnya hitam ngerusak hutan bua"
"924","Negatif",-1," ta ada yg rambut tih malah diem aja waktu warga wadas di tindas"
"925","Netral",0,"didu wadas n kendeng rindu didatengi ma ksatria berambut tih"
"926","Negatif",-3," caes yang rambutnya tih suka obral izin tanah rakyat di wadas sama kendeng yang rambutnya hitam ngerusak hutan bua"
"927","Positif",1,"ciriciri yg diendorses sudah sti k ganjar ta k ganjar minim estasi yg terdengar cuma kasus wadas k "
"928","Netral",0," telekyg ada rambut tih malah nyusahin rakyat wadas aja lah jd contoh kecilnyaalagi klo yg model onga on"
"929","Netral",0," ngurus wadas sm kendeng aja gaada buat rakyat  msh berat ke ngusaha kok dikata mikirin rakyat"
"930","Negatif",-3," caes yang rambutnya tih suka obral izin tanah rakyat di wadas sama kendeng yang rambutnya hitam ngerusak hutan bua"
"931","Negatif",-3," caes yang rambutnya tih suka obral izin tanah rakyat di wadas sama kendeng yang rambutnya hitam ngerusak hutan bua"
"932","Netral",0," telekyg ada rambut tih malah nyusahin rakyat wadas aja lah jd contoh kecilnyaalagi klo yg model onga on"
"933","Netral",0," rakyat wadas saja dulu cheeck"
"934","Negatif",-3," caes yang rambutnya tih suka obral izin tanah rakyat di wadas sama kendeng yang rambutnya hitam ngerusak hutan bua"
"935","Netral",0," a kabar wadas eh "
"936","Netral",0," polisi tangkapuluhan warga wadas tak lama setelah ganjar bilang tak perlu takut"
"937","Negatif",-1," coba cari wadas sekarang serti a"
"938","Negatif",-3," caes yang rambutnya tih suka obral izin tanah rakyat di wadas sama kendeng yang rambutnya hitam ngerusak hutan bua"
"939","Negatif",-3," caes yang rambutnya tih suka obral izin tanah rakyat di wadas sama kendeng yang rambutnya hitam ngerusak hutan bua"
